text,label,clean_text
i had gone to the cumberland earlier that week so had met a few of n amp h friends prior to the weekend which was really lovely as since moving away i feel there are so many wonderful people i don t know,1,go cumberland early week meet n amp h friend prior weekend really lovely since move away feel many wonderful people know
i also did feel like i was excited to come back like i have two homes now,1,also feel like excited come back like two home
i had a feeling i was doomed when i discovered i liked doing pap smears on family medicine,0,feeling doom discover like pap smear family medicine
i thought i should be excited that im starting work but im feeling reluctant as ever,4,think excited start work feel reluctant ever
i find myself feeling passionate about,2,find feel passionate
im so relieved and feel so much more like myself now that this is resolved this being almost nothing at all actually just some weird energy and i cant wait to be back at camp even though ill be hacking and coughing and spluttering all day long,1,relieved feel much like resolve almost nothing actually weird energy can not wait back camp even though ill hack cough splutter day long
i did feel a bit like i was being mircowaved which wasnt an entirely pleasant feeling,1,feel bit like mircowave not entirely pleasant feeling
i feel anxious for myself moment of truth i feel rather like a tiger in a cage when it comes to testing,4,feel anxious moment truth feel rather like tiger cage come testing
i feel gloomy upset whatever negative emotions i take a look at my colorful paint pots and it will instantly lift up my mood,0,feel gloomy upset whatever negative emotion take look colorful paint pot instantly lift mood
i feel that sweet potatoes are very under rated,2,feel sweet potato rate
i cannot and i feel a strange sadness for a thing that i m now ready for but cannot do,4,feel strange sadness thing ready
i feel quite uncertain that the art i create and my personal brand of creative living are what im here to contribute,4,feel quite uncertain art create personal brand creative living contribute
